"Population by Single Year of Age","Number"
"0",""
"Female","581"
"Male","627"
"1",""
"Female","500"
"Male","492"
"10",""
"Female","745"
"Male","815"
"11",""
"Female","710"
"Male","766"
"12",""
"Female","899"
"Male","939"
"13",""
"Female","811"
"Male","889"
"14",""
"Female","947"
"Male","935"
"15",""
"Female","912"
"Male","941"
"16",""
"Female","997"
"Male","1002"
"17",""
"Female","930"
"Male","900"
"18",""
"Female","1046"
"Male","1060"
"19",""
"Female","808"
"Male","720"
"2",""
"Female","470"
"Male","502"
"20",""
"Female","1112"
"Male","932"
"21",""
"Female","773"
"Male","728"
"22",""
"Female","1065"
"Male","927"
"23",""
"Female","853"
"Male","750"
"24",""
"Female","924"
"Male","746"
"25",""
"Female","1114"
"Male","909"
"26",""
"Female","775"
"Male","814"
"27",""
"Female","751"
"Male","719"
"28",""
"Female","991"
"Male","924"
"29",""
"Female","487"
"Male","518"
"3",""
"Female","534"
"Male","511"
"30",""
"Female","1249"
"Male","1088"
"31",""
"Female","428"
"Male","440"
"32",""
"Female","729"
"Male","679"
"33",""
"Female","491"
"Male","503"
"34",""
"Female","527"
"Male","521"
"35",""
"Female","1079"
"Male","1031"
"36",""
"Female","517"
"Male","468"
"37",""
"Female","408"
"Male","406"
"38",""
"Female","641"
"Male","623"
"39",""
"Female","366"
"Male","330"
"4",""
"Female","503"
"Male","612"
"40",""
"Female","1061"
"Male","1010"
"41",""
"Female","260"
"Male","285"
"42",""
"Female","507"
"Male","540"
"43",""
"Female","316"
"Male","365"
"44",""
"Female","289"
"Male","320"
"45",""
"Female","757"
"Male","688"
"46",""
"Female","312"
"Male","343"
"47",""
"Female","285"
"Male","305"
"48",""
"Female","439"
"Male","430"
"49",""
"Female","260"
"Male","274"
"5",""
"Female","596"
"Male","651"
"50",""
"Female","735"
"Male","698"
"51",""
"Female","185"
"Male","221"
"52",""
"Female","300"
"Male","341"
"53",""
"Female","190"
"Male","217"
"54",""
"Female","188"
"Male","188"
"55",""
"Female","435"
"Male","419"
"56",""
"Female","212"
"Male","243"
"57",""
"Female","181"
"Male","193"
"58",""
"Female","207"
"Male","248"
"59",""
"Female","134"
"Male","144"
"6",""
"Female","596"
"Male","628"
"60",""
"Female","540"
"Male","453"
"61",""
"Female","143"
"Male","142"
"62",""
"Female","160"
"Male","172"
"63",""
"Female","144"
"Male","118"
"64",""
"Female","120"
"Male","106"
"65",""
"Female","376"
"Male","286"
"66",""
"Female","130"
"Male","113"
"67",""
"Female","140"
"Male","124"
"68",""
"Female","192"
"Male","180"
"69",""
"Female","69"
"Male","76"
"7",""
"Female","665"
"Male","682"
"70",""
"Female","318"
"Male","231"
"71",""
"Female","71"
"Male","92"
"72",""
"Female","112"
"Male","135"
"73",""
"Female","74"
"Male","66"
"74",""
"Female","70"
"Male","63"
"75",""
"Female","147"
"Male","122"
"76",""
"Female","89"
"Male","71"
"77",""
"Female","81"
"Male","58"
"78",""
"Female","114"
"Male","94"
"79",""
"Female","49"
"Male","37"
"8",""
"Female","618"
"Male","711"
"80",""
"Female","104"
"Male","81"
"81",""
"Female","25"
"Male","30"
"82",""
"Female","42"
"Male","50"
"83",""
"Female","28"
"Male","34"
"84",""
"Female","48"
"Male","51"
"85",""
"Female","207"
"Male","152"
"9",""
"Female","667"
"Male","667"
