"Population by Five Years Age Group","Number"
"0-4",""
"Female","1939"
"Male","2048"
"10-14",""
"Female","2416"
"Male","2643"
"15-19",""
"Female","2051"
"Male","2268"
"20-24",""
"Female","1866"
"Male","1641"
"25-29",""
"Female","1761"
"Male","1594"
"30-34",""
"Female","1486"
"Male","1419"
"35-39",""
"Female","1305"
"Male","1403"
"40-44",""
"Female","1162"
"Male","1131"
"45-49",""
"Female","920"
"Male","1043"
"50-54",""
"Female","692"
"Male","799"
"55-59",""
"Female","612"
"Male","657"
"5-9",""
"Female","2232"
"Male","2394"
"60-64",""
"Female","512"
"Male","521"
"65-69",""
"Female","274"
"Male","317"
"70-74",""
"Female","171"
"Male","164"
"75+",""
"Female","177"
"Male","157"
