"Population by Mother tongue","Number"
"Bantawa",""
"Female","50"
"Male","51"
"","101"
"Bhujel",""
"Female","78"
"Male","56"
"","134"
"Chamling",""
"Female","48"
"Male","38"
"","86"
"Gurung",""
"Female","596"
"Male","484"
"","1080"
"Khaling",""
"Female","38"
"Male","34"
"","72"
"Kulung",""
"Female","14"
"Male","10"
"","24"
"Limbu",""
"Female","749"
"Male","620"
"","1369"
"Magar",""
"Female","7"
"Male","11"
"","18"
"Maithili",""
"Female","23"
"Male","26"
"","49"
"Nepali",""
"Female","4292"
"Male","3622"
"","7914"
"Newar",""
"Female","124"
"Male","113"
"","237"
"Not Reported",""
"Female","11"
"Male","7"
"","18"
"Others",""
"Female","56"
"Male","47"
"","103"
"Rai",""
"Female","95"
"Male","87"
"","182"
"Sampang",""
"Female","12"
"Male","13"
"","25"
"Sherpa",""
"Female","344"
"Male","277"
"","621"
"Tamang",""
"Female","800"
"Male","677"
"","1477"
"Thulung",""
"Female","14"
"Male","21"
"","35"
"Yakkha",""
"Female","485"
"Male","423"
"","908"
"Yamphu/Yamphe",""
"Female","11"
"Male","6"
"","17"
