"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3490"
"Christianity","90"
"Hindu","7913"
"Islam","0"
"Jainism","0"
"Kirat","2934"
"Prakriti","12"
"Sikhism","0"
"Undefined","34"
"Total","14473"
