"Population by Caste Ethinicity","Number"
"Badi",""
"Female","27"
"Male","19"
"","46"
"Bantaba",""
"Female","6"
"Male","6"
"","12"
"Brahman - Hill",""
"Female","1003"
"Male","867"
"","1870"
"Chamling",""
"Female","18"
"Male","13"
"","31"
"Chhetri",""
"Female","1947"
"Male","1627"
"","3574"
"Damai/Dholi",""
"Female","283"
"Male","213"
"","496"
"Gharti/Bhujel",""
"Female","245"
"Male","192"
"","437"
"Gurung",""
"Female","650"
"Male","533"
"","1183"
"Hajam/Thakur",""
"Female","8"
"Male","4"
"","12"
"Kami",""
"Female","371"
"Male","310"
"","681"
"Khaling",""
"Female","28"
"Male","29"
"","57"
"Limbu",""
"Female","757"
"Male","630"
"","1387"
"Magar",""
"Female","22"
"Male","30"
"","52"
"Mali",""
"Female","9"
"Male","8"
"","17"
"Newar",""
"Female","157"
"Male","145"
"","302"
"Others",""
"Female","20"
"Male","14"
"","34"
"Rai",""
"Female","274"
"Male","251"
"","525"
"Samgpang",""
"Female","6"
"Male","9"
"","15"
"Sanyasi/Dasnami",""
"Female","11"
"Male","10"
"","21"
"Sarki",""
"Female","212"
"Male","184"
"","396"
"Sherpa",""
"Female","376"
"Male","302"
"","678"
"Tamang",""
"Female","851"
"Male","719"
"","1570"
"Thulung",""
"Female","22"
"Male","26"
"","48"
"Undefined Others",""
"Female","5"
"Male","9"
"","14"
"Yakkha",""
"Female","530"
"Male","469"
"","999"
"Yamphu",""
"Female","9"
"Male","4"
"","13"
