"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3436"
"Christianity","125"
"Hindu","17682"
"Islam","22"
"Jainism","0"
"Kirat","10"
"Prakriti","7"
"Sikhism","0"
"Undefined","30"
"Total","21312"
