"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","3"
"Male","9"
"","12"
"Gurung",""
"Female","406"
"Male","324"
"","730"
"Kham",""
"Female","13"
"Male","8"
"","21"
"Limbu",""
"Female","6"
"Male","5"
"","11"
"Magar",""
"Female","992"
"Male","783"
"","1775"
"Nepali",""
"Female","10529"
"Male","8102"
"","18631"
"Newar",""
"Female","7"
"Male","7"
"","14"
"Not Reported",""
"Female","18"
"Male","10"
"","28"
"Others",""
"Female","9"
"Male","15"
"","24"
"Rai",""
"Female","10"
"Male","10"
"","20"
"Tamang",""
"Female","9"
"Male","9"
"","18"
