"Population by Mother tongue","Number"
"Bantawa",""
"Female","646"
"Male","524"
"","1170"
"Bhujel",""
"Female","18"
"Male","18"
"","36"
"Chamling",""
"Female","22"
"Male","29"
"","51"
"Gurung",""
"Female","70"
"Male","67"
"","137"
"Hindi",""
"Female","8"
"Male","7"
"","15"
"Kulung",""
"Female","8"
"Male","4"
"","12"
"Limbu",""
"Female","2413"
"Male","2065"
"","4478"
"Magar",""
"Female","1301"
"Male","1160"
"","2461"
"Maithili",""
"Female","5"
"Male","10"
"","15"
"Nepali",""
"Female","4626"
"Male","4091"
"","8717"
"Newar",""
"Female","322"
"Male","293"
"","615"
"Not Reported",""
"Female","24"
"Male","24"
"","48"
"Others",""
"Female","103"
"Male","104"
"","207"
"Rai",""
"Female","1335"
"Male","1157"
"","2492"
"Sampang",""
"Female","16"
"Male","22"
"","38"
"Sherpa",""
"Female","9"
"Male","5"
"","14"
"Sunuwar",""
"Female","162"
"Male","145"
"","307"
"Tamang",""
"Female","419"
"Male","387"
"","806"
