"Population by Religion","Number"
"Bahai","1"
"Bon","609"
"Buddism","26154"
"Christianity","1873"
"Hindu","45758"
"Islam","2"
"Jainism","0"
"Kirat","52728"
"Prakriti","23"
"Sikhism","0"
"Undefined","313"
"Total","127461"
