"Population by Mother tongue","Number"
"Bahing",""
"Female","33"
"Male","26"
"","59"
"Bantawa",""
"Female","308"
"Male","255"
"","563"
"Bhojpuri",""
"Female","5"
"Male","8"
"","13"
"Bhujel",""
"Female","5"
"Male","6"
"","11"
"Chamling",""
"Female","62"
"Male","69"
"","131"
"Gurung",""
"Female","2096"
"Male","1765"
"","3861"
"Khaling",""
"Female","31"
"Male","25"
"","56"
"Limbu",""
"Female","25404"
"Male","22602"
"","48006"
"Magar",""
"Female","447"
"Male","437"
"","884"
"Maithili",""
"Female","50"
"Male","102"
"","152"
"Nepali",""
"Female","24851"
"Male","22243"
"","47094"
"Newar",""
"Female","441"
"Male","388"
"","829"
"Not Reported",""
"Female","258"
"Male","260"
"","518"
"Others",""
"Female","271"
"Male","313"
"","584"
"Rai",""
"Female","1323"
"Male","1235"
"","2558"
"Sampang",""
"Female","54"
"Male","39"
"","93"
"Sanskrit",""
"Female","8"
"Male","12"
"","20"
"Sherpa",""
"Female","7267"
"Male","6260"
"","13527"
"Sign Language",""
"Female","35"
"Male","31"
"","66"
"Sunuwar",""
"Female","510"
"Male","428"
"","938"
"Tamang",""
"Female","2689"
"Male","2418"
"","5107"
"Tharu",""
"Female","24"
"Male","38"
"","62"
"Thulung",""
"Female","6"
"Male","5"
"","11"
"Waling/Walung",""
"Female","521"
"Male","557"
"","1078"
"Yakkha",""
"Female","120"
"Male","107"
"","227"
