"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","63"
"Cow Dung","5"
"Electricity Fuel","2"
"KeroseneFuel","128"
"LP Gas","849"
"Not Sated about Fuel","131"
"OthersFuel","6"
"Wood/FireWood","25287"
"Total","26471"
