"Population by Mother tongue","Number"
"Avadhi",""
"Female","7"
"Male","4"
"Dailekhi",""
"Female","6"
"Male","8"
"Doteli",""
"Female","9"
"Male","12"
"Gurung",""
"Female","16"
"Male","15"
"Hindi",""
"Female","31"
"Male","30"
"Magar",""
"Female","439"
"Male","341"
"Maithili",""
"Female","51"
"Male","50"
"Nepali",""
"Female","9131"
"Male","7667"
"Newar",""
"Female","16"
"Male","17"
"Others",""
"Female","17"
"Male","11"
"Raji",""
"Female","139"
"Male","138"
"Sign Language",""
"Female","6"
"Male","9"
"Tamang",""
"Female","10"
"Male","9"
"Tharu",""
"Female","25431"
"Male","24321"
"Urdu",""
"Female","30"
"Male","41"
