"Population by Five Years Age Group","Number"
"0-4",""
"Female","3068"
"Male","3244"
"10-14",""
"Female","4623"
"Male","4553"
"15-19",""
"Female","4710"
"Male","4105"
"20-24",""
"Female","3770"
"Male","2852"
"25-29",""
"Female","3077"
"Male","2345"
"30-34",""
"Female","2438"
"Male","2038"
"35-39",""
"Female","2149"
"Male","2024"
"40-44",""
"Female","2002"
"Male","1655"
"45-49",""
"Female","1455"
"Male","1605"
"50-54",""
"Female","1063"
"Male","1055"
"55-59",""
"Female","956"
"Male","996"
"5-9",""
"Female","3844"
"Male","3806"
"60-64",""
"Female","886"
"Male","880"
"65-69",""
"Female","635"
"Male","729"
"70-74",""
"Female","377"
"Male","444"
"75+",""
"Female","305"
"Male","342"
