"Population by Single Year of Age","Number"
"0",""
"Female","556"
"Male","583"
"1",""
"Female","421"
"Male","434"
"10",""
"Female","986"
"Male","1082"
"11",""
"Female","716"
"Male","661"
"12",""
"Female","1010"
"Male","1072"
"13",""
"Female","778"
"Male","755"
"14",""
"Female","894"
"Male","854"
"15",""
"Female","865"
"Male","789"
"16",""
"Female","730"
"Male","787"
"17",""
"Female","620"
"Male","659"
"18",""
"Female","883"
"Male","859"
"19",""
"Female","451"
"Male","444"
"2",""
"Female","664"
"Male","604"
"20",""
"Female","817"
"Male","651"
"21",""
"Female","453"
"Male","394"
"22",""
"Female","713"
"Male","619"
"23",""
"Female","478"
"Male","402"
"24",""
"Female","513"
"Male","430"
"25",""
"Female","893"
"Male","616"
"26",""
"Female","503"
"Male","411"
"27",""
"Female","461"
"Male","345"
"28",""
"Female","634"
"Male","531"
"29",""
"Female","284"
"Male","237"
"3",""
"Female","653"
"Male","684"
"30",""
"Female","1032"
"Male","759"
"31",""
"Female","196"
"Male","246"
"32",""
"Female","522"
"Male","499"
"33",""
"Female","288"
"Male","219"
"34",""
"Female","254"
"Male","239"
"35",""
"Female","930"
"Male","866"
"36",""
"Female","340"
"Male","327"
"37",""
"Female","213"
"Male","222"
"38",""
"Female","417"
"Male","350"
"39",""
"Female","155"
"Male","161"
"4",""
"Female","697"
"Male","712"
"40",""
"Female","965"
"Male","932"
"41",""
"Female","158"
"Male","168"
"42",""
"Female","291"
"Male","333"
"43",""
"Female","157"
"Male","160"
"44",""
"Female","162"
"Male","163"
"45",""
"Female","710"
"Male","703"
"46",""
"Female","206"
"Male","203"
"47",""
"Female","154"
"Male","149"
"48",""
"Female","286"
"Male","288"
"49",""
"Female","106"
"Male","123"
"5",""
"Female","738"
"Male","819"
"50",""
"Female","721"
"Male","743"
"51",""
"Female","127"
"Male","153"
"52",""
"Female","182"
"Male","229"
"53",""
"Female","114"
"Male","126"
"54",""
"Female","111"
"Male","115"
"55",""
"Female","441"
"Male","481"
"56",""
"Female","141"
"Male","153"
"57",""
"Female","119"
"Male","131"
"58",""
"Female","171"
"Male","190"
"59",""
"Female","90"
"Male","107"
"6",""
"Female","708"
"Male","713"
"60",""
"Female","603"
"Male","560"
"61",""
"Female","101"
"Male","127"
"62",""
"Female","151"
"Male","139"
"63",""
"Female","74"
"Male","84"
"64",""
"Female","85"
"Male","97"
"65",""
"Female","348"
"Male","348"
"66",""
"Female","90"
"Male","81"
"67",""
"Female","68"
"Male","82"
"68",""
"Female","110"
"Male","133"
"69",""
"Female","31"
"Male","66"
"7",""
"Female","811"
"Male","784"
"70",""
"Female","269"
"Male","284"
"71",""
"Female","49"
"Male","48"
"72",""
"Female","66"
"Male","70"
"73",""
"Female","32"
"Male","42"
"74",""
"Female","28"
"Male","30"
"75",""
"Female","145"
"Male","133"
"76",""
"Female","27"
"Male","28"
"77",""
"Female","34"
"Male","28"
"78",""
"Female","56"
"Male","57"
"79",""
"Female","16"
"Male","15"
"8",""
"Female","873"
"Male","953"
"80",""
"Female","107"
"Male","79"
"81",""
"Female","13"
"Male","16"
"82",""
"Female","8"
"Male","17"
"83",""
"Female","13"
"Male","18"
"84",""
"Female","18"
"Male","18"
"85",""
"Female","121"
"Male","80"
"9",""
"Female","686"
"Male","708"
