"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","53"
"Male","45"
"Danuwar",""
"Female","4"
"Male","7"
"Doteli",""
"Female","16"
"Male","16"
"Hindi",""
"Female","24"
"Male","18"
"Magahi",""
"Female","449"
"Male","453"
"Magar",""
"Female","3915"
"Male","3707"
"Maithili",""
"Female","10754"
"Male","10846"
"Majhi",""
"Female","34"
"Male","36"
"Musalman",""
"Female","58"
"Male","67"
"Nepali",""
"Female","12979"
"Male","11726"
"Newar",""
"Female","230"
"Male","252"
"Not Reported",""
"Female","54"
"Male","44"
"Others",""
"Female","32"
"Male","33"
"Rai",""
"Female","72"
"Male","56"
"Sign Language",""
"Female","11"
"Male","19"
"Sunuwar",""
"Female","30"
"Male","25"
"Tamang",""
"Female","3798"
"Male","3646"
"Tharu",""
"Female","32"
"Male","41"
"Urdu",""
"Female","318"
"Male","312"
