"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","351"
"Cow Dung","547"
"Electricity","2"
"Kerosene","236"
"LP Gas","911"
"Not stated","47"
"Others","8"
"Wood/Firewood","11011"
"Total","13113"
