"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","22"
"Male","61"
"Darai",""
"Female","8"
"Male","9"
"Gurung",""
"Female","1965"
"Male","1450"
"Hindi",""
"Female","7"
"Male","33"
"Kumal",""
"Female","294"
"Male","211"
"Magar",""
"Female","300"
"Male","213"
"Maithili",""
"Female","4"
"Male","18"
"Musalman",""
"Female","15"
"Male","7"
"Nepali",""
"Female","21384"
"Male","15983"
"Newar",""
"Female","936"
"Male","736"
"Not Reported",""
"Female","49"
"Male","34"
"Others",""
"Female","22"
"Male","25"
"Rai",""
"Female","12"
"Male","15"
"Tamang",""
"Female","735"
"Male","598"
"Urdu",""
"Female","378"
"Male","268"
