"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","135"
"Cow Dung","3"
"Electricity Fuel","2"
"KeroseneFuel","10"
"LP Gas","361"
"Not Sated about Fuel","10"
"OthersFuel","1"
"Wood/FireWood","3887"
"Total","4409"
