"Population by Single Year of Age","Number"
"0",""
"Female","246"
"Male","263"
"1",""
"Female","207"
"Male","242"
"10",""
"Female","342"
"Male","324"
"11",""
"Female","336"
"Male","301"
"12",""
"Female","336"
"Male","357"
"13",""
"Female","356"
"Male","324"
"14",""
"Female","347"
"Male","331"
"15",""
"Female","333"
"Male","316"
"16",""
"Female","280"
"Male","285"
"17",""
"Female","329"
"Male","288"
"18",""
"Female","322"
"Male","278"
"19",""
"Female","257"
"Male","178"
"2",""
"Female","184"
"Male","206"
"20",""
"Female","231"
"Male","140"
"21",""
"Female","223"
"Male","134"
"22",""
"Female","247"
"Male","133"
"23",""
"Female","242"
"Male","123"
"24",""
"Female","207"
"Male","101"
"25",""
"Female","242"
"Male","114"
"26",""
"Female","220"
"Male","102"
"27",""
"Female","205"
"Male","115"
"28",""
"Female","216"
"Male","123"
"29",""
"Female","150"
"Male","79"
"3",""
"Female","221"
"Male","219"
"30",""
"Female","313"
"Male","169"
"31",""
"Female","128"
"Male","84"
"32",""
"Female","183"
"Male","115"
"33",""
"Female","154"
"Male","98"
"34",""
"Female","126"
"Male","97"
"35",""
"Female","244"
"Male","132"
"36",""
"Female","129"
"Male","92"
"37",""
"Female","138"
"Male","94"
"38",""
"Female","147"
"Male","111"
"39",""
"Female","142"
"Male","95"
"4",""
"Female","264"
"Male","245"
"40",""
"Female","252"
"Male","152"
"41",""
"Female","103"
"Male","100"
"42",""
"Female","129"
"Male","142"
"43",""
"Female","108"
"Male","97"
"44",""
"Female","139"
"Male","104"
"45",""
"Female","191"
"Male","143"
"46",""
"Female","138"
"Male","113"
"47",""
"Female","109"
"Male","115"
"48",""
"Female","131"
"Male","116"
"49",""
"Female","106"
"Male","97"
"5",""
"Female","268"
"Male","257"
"50",""
"Female","224"
"Male","195"
"51",""
"Female","87"
"Male","99"
"52",""
"Female","122"
"Male","131"
"53",""
"Female","85"
"Male","98"
"54",""
"Female","80"
"Male","83"
"55",""
"Female","119"
"Male","108"
"56",""
"Female","90"
"Male","89"
"57",""
"Female","92"
"Male","71"
"58",""
"Female","92"
"Male","93"
"59",""
"Female","98"
"Male","106"
"6",""
"Female","315"
"Male","334"
"60",""
"Female","141"
"Male","116"
"61",""
"Female","74"
"Male","78"
"62",""
"Female","67"
"Male","79"
"63",""
"Female","51"
"Male","53"
"64",""
"Female","47"
"Male","69"
"65",""
"Female","76"
"Male","61"
"66",""
"Female","43"
"Male","54"
"67",""
"Female","71"
"Male","64"
"68",""
"Female","66"
"Male","51"
"69",""
"Female","32"
"Male","37"
"7",""
"Female","305"
"Male","274"
"70",""
"Female","61"
"Male","69"
"71",""
"Female","33"
"Male","31"
"72",""
"Female","35"
"Male","44"
"73",""
"Female","42"
"Male","43"
"74",""
"Female","27"
"Male","24"
"75",""
"Female","55"
"Male","54"
"76",""
"Female","24"
"Male","30"
"77",""
"Female","33"
"Male","36"
"78",""
"Female","41"
"Male","34"
"79",""
"Female","23"
"Male","16"
"8",""
"Female","327"
"Male","321"
"80",""
"Female","20"
"Male","24"
"81",""
"Female","11"
"Male","20"
"82",""
"Female","17"
"Male","18"
"83",""
"Female","13"
"Male","14"
"84",""
"Female","12"
"Male","11"
"85",""
"Female","74"
"Male","56"
"9",""
"Female","317"
"Male","305"
