"Population by Mother tongue","Number"
"Avadhi",""
"Female","10850"
"Male","11775"
"Bhojpuri",""
"Female","26"
"Male","43"
"Doteli",""
"Female","80"
"Male","75"
"Hindi",""
"Female","33"
"Male","31"
"Kham",""
"Female","9"
"Male","7"
"Magar",""
"Female","117"
"Male","95"
"Maithili",""
"Female","376"
"Male","416"
"Nepali",""
"Female","2568"
"Male","2472"
"Newar",""
"Female","47"
"Male","68"
"Others",""
"Female","36"
"Male","28"
"Rai",""
"Female","14"
"Male","30"
"Tharu",""
"Female","65"
"Male","83"
"Urdu",""
"Female","4185"
"Male","4310"
