"Population by Mother tongue","Number"
"Bahing",""
"Female","37"
"Male","30"
"","67"
"Bantawa",""
"Female","19031"
"Male","16746"
"","35777"
"Bhojpuri",""
"Female","56"
"Male","48"
"","104"
"Bhujel",""
"Female","228"
"Male","229"
"","457"
"Chamling",""
"Female","1177"
"Male","1059"
"","2236"
"Dumi",""
"Female","20"
"Male","30"
"","50"
"Dungmali",""
"Female","2970"
"Male","2495"
"","5465"
"Ghale",""
"Female","117"
"Male","112"
"","229"
"Gurung",""
"Female","256"
"Male","239"
"","495"
"Khaling",""
"Female","136"
"Male","120"
"","256"
"Khash",""
"Female","17"
"Male","17"
"","34"
"Koyee",""
"Female","135"
"Male","146"
"","281"
"Kulung",""
"Female","2276"
"Male","2152"
"","4428"
"Lhomi",""
"Female","9"
"Male","4"
"","13"
"Limbu",""
"Female","85"
"Male","63"
"","148"
"Magar",""
"Female","3282"
"Male","2934"
"","6216"
"Maithili",""
"Female","79"
"Male","221"
"","300"
"Mewahang",""
"Female","317"
"Male","277"
"","594"
"Nachhiring",""
"Female","676"
"Male","636"
"","1312"
"Nepali",""
"Female","47383"
"Male","41382"
"","88765"
"Newar",""
"Female","4250"
"Male","3819"
"","8069"
"Not Reported",""
"Female","212"
"Male","162"
"","374"
"Others",""
"Female","814"
"Male","771"
"","1585"
"Rai",""
"Female","1386"
"Male","1228"
"","2614"
"Sam",""
"Female","41"
"Male","34"
"","75"
"Sampang",""
"Female","1911"
"Male","1697"
"","3608"
"Sanskrit",""
"Female","62"
"Male","57"
"","119"
"Sherpa",""
"Female","1583"
"Male","1223"
"","2806"
"Sunuwar",""
"Female","49"
"Male","37"
"","86"
"Tamang",""
"Female","7201"
"Male","6404"
"","13605"
"Thami",""
"Female","110"
"Male","80"
"","190"
"Tharu",""
"Female","24"
"Male","20"
"","44"
"Thulung",""
"Female","275"
"Male","281"
"","556"
"Yakkha",""
"Female","138"
"Male","103"
"","241"
"Yamphu/Yamphe",""
"Female","13"
"Male","13"
"","26"
