"Population by Religion","Number"
"Bahai","8"
"Bon","6"
"Buddism","25862"
"Christianity","984"
"Hindu","97301"
"Islam","19"
"Jainism","0"
"Kirat","57499"
"Prakriti","331"
"Sikhism","1"
"Undefined","448"
"Total","182459"
