"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","71"
"Cow Dung","153"
"Electricity Fuel","5"
"KeroseneFuel","178"
"LP Gas","491"
"Not Sated about Fuel","49"
"OthersFuel","155"
"Wood/FireWood","38291"
"Total","39393"
