"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","7"
"Electricity Fuel","6"
"KeroseneFuel","518"
"LP Gas","22803"
"Not Sated about Fuel","137"
"OthersFuel","39"
"Wood/FireWood","2047"
"Total","25561"
