"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","6"
"Male","16"
"","22"
"Bhote",""
"Female","42"
"Male","38"
"","80"
"Brahman - Hill",""
"Female","4844"
"Male","4736"
"","9580"
"Chamling",""
"Female","6"
"Male","6"
"","12"
"Chhetri",""
"Female","4966"
"Male","4426"
"","9392"
"Dalit Others",""
"Female","9"
"Male","10"
"","19"
"Damai/Dholi",""
"Female","522"
"Male","482"
"","1004"
"Dhimal",""
"Female","7"
"Male","6"
"","13"
"Gharti/Bhujel",""
"Female","124"
"Male","122"
"","246"
"Gurung",""
"Female","1129"
"Male","915"
"","2044"
"Hajam/Thakur",""
"Female","21"
"Male","31"
"","52"
"Halwai",""
"Female","25"
"Male","26"
"","51"
"Hyolmo",""
"Female","14"
"Male","10"
"","24"
"Kami",""
"Female","973"
"Male","942"
"","1915"
"Lepcha",""
"Female","84"
"Male","72"
"","156"
"Limbu",""
"Female","3080"
"Male","2932"
"","6012"
"Lohar",""
"Female","18"
"Male","18"
"","36"
"Magar",""
"Female","810"
"Male","743"
"","1553"
"Marwadi",""
"Female","30"
"Male","30"
"","60"
"Musahar",""
"Female","7"
"Male","6"
"","13"
"Musalman",""
"Female","16"
"Male","44"
"","60"
"Newar",""
"Female","1232"
"Male","1184"
"","2416"
"Others",""
"Female","65"
"Male","62"
"","127"
"Pattharkatta/ Kushwadiya",""
"Female","50"
"Male","51"
"","101"
"Rai",""
"Female","3911"
"Male","3646"
"","7557"
"Rajbansi",""
"Female","26"
"Male","25"
"","51"
"Samgpang",""
"Female","12"
"Male","10"
"","22"
"Sanyasi/Dasnami",""
"Female","44"
"Male","44"
"","88"
"Sarki",""
"Female","237"
"Male","232"
"","469"
"Sherpa",""
"Female","158"
"Male","151"
"","309"
"Sunuwar",""
"Female","431"
"Male","434"
"","865"
"Tamang",""
"Female","1712"
"Male","1576"
"","3288"
"Teli",""
"Female","18"
"Male","12"
"","30"
"Terai Others",""
"Female","32"
"Male","34"
"","66"
"Thakuri",""
"Female","22"
"Male","22"
"","44"
"Thami",""
"Female","10"
"Male","7"
"","17"
"Tharu",""
"Female","25"
"Male","35"
"","60"
"Undefined Others",""
"Female","99"
"Male","100"
"","199"
"Yadav",""
"Female","11"
"Male","9"
"","20"
"Yakkha",""
"Female","234"
"Male","200"
"","434"
"Yamphu",""
"Female","13"
"Male","16"
"","29"
