"Population by Mother tongue","Number"
"Avadhi",""
"Female","4889"
"Male","5400"
"","10289"
"Bhojpuri",""
"Female","130"
"Male","185"
"","315"
"Chhantyal",""
"Female","103"
"Male","97"
"","200"
"Doteli",""
"Female","42"
"Male","44"
"","86"
"Gurung",""
"Female","140"
"Male","111"
"","251"
"Hindi",""
"Female","1265"
"Male","1389"
"","2654"
"Kham",""
"Female","2683"
"Male","2292"
"","4975"
"Kumal",""
"Female","15"
"Male","5"
"","20"
"Magar",""
"Female","2873"
"Male","2331"
"","5204"
"Maithili",""
"Female","212"
"Male","326"
"","538"
"Nepali",""
"Female","196916"
"Male","168033"
"","364949"
"Newar",""
"Female","400"
"Male","390"
"","790"
"Not Reported",""
"Female","128"
"Male","121"
"","249"
"Others",""
"Female","147"
"Male","146"
"","293"
"Sign Language",""
"Female","15"
"Male","15"
"","30"
"Tamang",""
"Female","57"
"Male","43"
"","100"
"Tharu",""
"Female","79987"
"Male","75079"
"","155066"
"Urdu",""
"Female","1048"
"Male","1084"
"","2132"
