"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5288"
"Cow Dung","4473"
"Electricity Fuel","43"
"KeroseneFuel","546"
"LP Gas","16356"
"Not Sated about Fuel","554"
"OthersFuel","260"
"Wood/FireWood","88827"
"Total","116347"
