"Number of households by type of outer wall","Number"
"BambooWall","8977"
"Cement Bonded Bricks/Stone Wall","21606"
"Mud Bonded Bricks/Stone Wall","52361"
"Not Stated about Wall","885"
"Other Type Wall","4310"
"Unbaked Bricks","23294"
"Wood/Planks","4914"
"Total","116347"
