"Population by Single Year of Age","Number"
"0",""
"Female","2217"
"Male","2258"
"1",""
"Female","2048"
"Male","2149"
"10",""
"Female","4047"
"Male","4147"
"11",""
"Female","3368"
"Male","3378"
"12",""
"Female","4231"
"Male","4184"
"13",""
"Female","3846"
"Male","3777"
"14",""
"Female","3952"
"Male","3767"
"15",""
"Female","3884"
"Male","3529"
"16",""
"Female","3769"
"Male","3637"
"17",""
"Female","3331"
"Male","2922"
"18",""
"Female","3640"
"Male","3353"
"19",""
"Female","2361"
"Male","1916"
"2",""
"Female","2272"
"Male","2323"
"20",""
"Female","2958"
"Male","2407"
"21",""
"Female","2308"
"Male","1815"
"22",""
"Female","2848"
"Male","2119"
"23",""
"Female","2013"
"Male","1641"
"24",""
"Female","2276"
"Male","1846"
"25",""
"Female","2986"
"Male","2160"
"26",""
"Female","2173"
"Male","1748"
"27",""
"Female","2001"
"Male","1565"
"28",""
"Female","2408"
"Male","1952"
"29",""
"Female","1301"
"Male","1067"
"3",""
"Female","2466"
"Male","2434"
"30",""
"Female","3216"
"Male","2436"
"31",""
"Female","1253"
"Male","1110"
"32",""
"Female","1989"
"Male","1694"
"33",""
"Female","1292"
"Male","1122"
"34",""
"Female","1274"
"Male","1071"
"35",""
"Female","3374"
"Male","2573"
"36",""
"Female","1692"
"Male","1409"
"37",""
"Female","1256"
"Male","1113"
"38",""
"Female","1696"
"Male","1492"
"39",""
"Female","1118"
"Male","872"
"4",""
"Female","2702"
"Male","2655"
"40",""
"Female","3617"
"Male","2978"
"41",""
"Female","1021"
"Male","949"
"42",""
"Female","1787"
"Male","1575"
"43",""
"Female","1203"
"Male","1068"
"44",""
"Female","1057"
"Male","974"
"45",""
"Female","2751"
"Male","2532"
"46",""
"Female","1071"
"Male","1078"
"47",""
"Female","926"
"Male","938"
"48",""
"Female","1441"
"Male","1506"
"49",""
"Female","961"
"Male","935"
"5",""
"Female","2978"
"Male","2989"
"50",""
"Female","2862"
"Male","2700"
"51",""
"Female","867"
"Male","897"
"52",""
"Female","1300"
"Male","1411"
"53",""
"Female","857"
"Male","963"
"54",""
"Female","818"
"Male","798"
"55",""
"Female","1724"
"Male","1832"
"56",""
"Female","927"
"Male","1039"
"57",""
"Female","725"
"Male","838"
"58",""
"Female","953"
"Male","1075"
"59",""
"Female","758"
"Male","789"
"6",""
"Female","3000"
"Male","3021"
"60",""
"Female","2364"
"Male","2262"
"61",""
"Female","751"
"Male","780"
"62",""
"Female","782"
"Male","783"
"63",""
"Female","629"
"Male","598"
"64",""
"Female","596"
"Male","568"
"65",""
"Female","1457"
"Male","1355"
"66",""
"Female","598"
"Male","598"
"67",""
"Female","635"
"Male","666"
"68",""
"Female","713"
"Male","817"
"69",""
"Female","454"
"Male","472"
"7",""
"Female","3299"
"Male","3067"
"70",""
"Female","1575"
"Male","1361"
"71",""
"Female","389"
"Male","372"
"72",""
"Female","633"
"Male","611"
"73",""
"Female","403"
"Male","423"
"74",""
"Female","285"
"Male","340"
"75",""
"Female","751"
"Male","754"
"76",""
"Female","317"
"Male","354"
"77",""
"Female","307"
"Male","291"
"78",""
"Female","430"
"Male","480"
"79",""
"Female","193"
"Male","211"
"8",""
"Female","3418"
"Male","3509"
"80",""
"Female","598"
"Male","521"
"81",""
"Female","149"
"Male","154"
"82",""
"Female","154"
"Male","184"
"83",""
"Female","165"
"Male","156"
"84",""
"Female","187"
"Male","188"
"85",""
"Female","675"
"Male","629"
"9",""
"Female","3370"
"Male","3321"
