"Population by Mother tongue","Number"
"Avadhi",""
"Female","19515"
"Male","20800"
"Bhojpuri",""
"Female","20"
"Male","11"
"Doteli",""
"Female","15"
"Male","11"
"Hindi",""
"Female","7"
"Male","5"
"Magar",""
"Female","42"
"Male","37"
"Maithili",""
"Female","179"
"Male","181"
"Nepali",""
"Female","183"
"Male","204"
"Newar",""
"Female","10"
"Male","7"
"Others",""
"Female","20"
"Male","10"
"Rai",""
"Female","30"
"Male","35"
"Santhali",""
"Female","5"
"Male","6"
"Tamang",""
"Female","13"
"Male","11"
"Thakali",""
"Female","5"
"Male","6"
"Urdu",""
"Female","6634"
"Male","6798"
