"Population by Five Years Age Group","Number"
"0-4",""
"Female","813"
"Male","902"
"10-14",""
"Female","1370"
"Male","1377"
"15-19",""
"Female","1450"
"Male","1165"
"20-24",""
"Female","1166"
"Male","548"
"25-29",""
"Female","976"
"Male","397"
"30-34",""
"Female","746"
"Male","331"
"35-39",""
"Female","780"
"Male","381"
"40-44",""
"Female","717"
"Male","376"
"45-49",""
"Female","641"
"Male","371"
"50-54",""
"Female","606"
"Male","446"
"55-59",""
"Female","524"
"Male","442"
"5-9",""
"Female","1098"
"Male","1126"
"60-64",""
"Female","495"
"Male","318"
"65-69",""
"Female","390"
"Male","304"
"70-74",""
"Female","255"
"Male","205"
"75+",""
"Female","324"
"Male","321"
