"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","228"
"Cow Dung","4"
"Electricity","3"
"Kerosene","12"
"LP Gas","215"
"Not stated","8"
"Others","2"
"Wood/Firewood","4798"
"Total","5270"
