"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","24"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","18"
"LP Gas","21"
"Not Sated about Fuel","12"
"OthersFuel","3"
"Wood/FireWood","6582"
"Total","6665"
