"Population by Caste Ethinicity","Number"
"Badi",""
"Female","90"
"Male","75"
"","165"
"Bangali",""
"Female","23"
"Male","16"
"","39"
"Brahman - Hill",""
"Female","2005"
"Male","1542"
"","3547"
"Chamar/ Harijan/ Ram",""
"Female","11"
"Male","10"
"","21"
"Chhetri",""
"Female","9888"
"Male","7216"
"","17104"
"Dalit Others",""
"Female","964"
"Male","603"
"","1567"
"Damai/Dholi",""
"Female","947"
"Male","706"
"","1653"
"Gurung",""
"Female","11"
"Male","11"
"","22"
"Kami",""
"Female","2711"
"Male","1934"
"","4645"
"Lohar",""
"Female","370"
"Male","301"
"","671"
"Magar",""
"Female","4"
"Male","15"
"","19"
"Musalman",""
"Female","31"
"Male","18"
"","49"
"Newar",""
"Female","60"
"Male","32"
"","92"
"Others",""
"Female","42"
"Male","25"
"","67"
"Sanyasi/Dasnami",""
"Female","140"
"Male","117"
"","257"
"Sarki",""
"Female","284"
"Male","224"
"","508"
"Terai Others",""
"Female","86"
"Male","40"
"","126"
"Thakuri",""
"Female","714"
"Male","535"
"","1249"
