"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","16"
"Christianity","13"
"Hindu","32236"
"Islam","50"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","11"
"Total","32326"
