"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","26"
"Electricity Fuel","1"
"KeroseneFuel","16"
"LP Gas","1"
"Not Sated about Fuel","6"
"OthersFuel","2"
"Wood/FireWood","3953"
"Total","4016"
