"Population by Mother tongue","Number"
"Avadhi",""
"Female","10755"
"Male","10928"
"Bhojpuri",""
"Female","16350"
"Male","16453"
"Doteli",""
"Female","58"
"Male","55"
"Gurung",""
"Female","10"
"Male","14"
"Hindi",""
"Female","15"
"Male","12"
"Magar",""
"Female","110"
"Male","105"
"Maithili",""
"Female","943"
"Male","966"
"Nepali",""
"Female","693"
"Male","660"
"Newar",""
"Female","16"
"Male","28"
"Not Reported",""
"Female","36"
"Male","28"
"Others",""
"Female","28"
"Male","16"
"Rai",""
"Female","45"
"Male","47"
"Sherpa",""
"Female","16"
"Male","8"
"Uranw/Urau",""
"Female","36"
"Male","35"
"Urdu",""
"Female","7249"
"Male","6782"
