"Population by Five Years Age Group","Number"
"0-4",""
"Female","4308"
"Male","4535"
"10-14",""
"Female","5153"
"Male","5357"
"15-19",""
"Female","3697"
"Male","4092"
"20-24",""
"Female","3179"
"Male","2482"
"25-29",""
"Female","2917"
"Male","2463"
"30-34",""
"Female","2336"
"Male","1801"
"35-39",""
"Female","2016"
"Male","1910"
"40-44",""
"Female","1649"
"Male","1547"
"45-49",""
"Female","1305"
"Male","1452"
"50-54",""
"Female","1052"
"Male","1151"
"55-59",""
"Female","985"
"Male","1069"
"5-9",""
"Female","5144"
"Male","5461"
"60-64",""
"Female","864"
"Male","956"
"65-69",""
"Female","732"
"Male","857"
"70-74",""
"Female","543"
"Male","572"
"75+",""
"Female","481"
"Male","581"
