"Population by Religion","Number"
"Bahai","0"
"Bon","167"
"Buddism","450"
"Christianity","7"
"Hindu","15925"
"Islam","31"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","15"
"Total","16595"
