"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","4848"
"Male","3629"
"","8477"
"Chhetri",""
"Female","1240"
"Male","875"
"","2115"
"Damai/Dholi",""
"Female","707"
"Male","485"
"","1192"
"Gharti/Bhujel",""
"Female","356"
"Male","261"
"","617"
"Gurung",""
"Female","373"
"Male","291"
"","664"
"Kami",""
"Female","1362"
"Male","1056"
"","2418"
"Magar",""
"Female","20"
"Male","13"
"","33"
"Musalman",""
"Female","16"
"Male","15"
"","31"
"Newar",""
"Female","18"
"Male","18"
"","36"
"Others",""
"Female","22"
"Male","13"
"","35"
"Rai",""
"Female","11"
"Male","8"
"","19"
"Sarki",""
"Female","514"
"Male","382"
"","896"
"Terai Others",""
"Female","12"
"Male","11"
"","23"
"Thakuri",""
"Female","18"
"Male","15"
"","33"
