"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","18"
"Electricity Fuel","1"
"KeroseneFuel","4"
"LP Gas","6"
"Not Sated about Fuel","16"
"OthersFuel","1"
"Wood/FireWood","4071"
"Total","4129"
