"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","64"
"Male","63"
"","127"
"Chhetri",""
"Female","6706"
"Male","6182"
"","12888"
"Damai/Dholi",""
"Female","518"
"Male","408"
"","926"
"Kami",""
"Female","1511"
"Male","1406"
"","2917"
"Magar",""
"Female","2416"
"Male","2092"
"","4508"
"Others",""
"Female","21"
"Male","19"
"","40"
"Sarki",""
"Female","88"
"Male","72"
"","160"
"Sonar",""
"Female","12"
"Male","7"
"","19"
"Terai Others",""
"Female","10"
"Male","6"
"","16"
"Thakuri",""
"Female","315"
"Male","278"
"","593"
