"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","293"
"Male","227"
"","520"
"Chhetri",""
"Female","6000"
"Male","5543"
"","11543"
"Dalit Others",""
"Female","787"
"Male","723"
"","1510"
"Damai/Dholi",""
"Female","98"
"Male","65"
"","163"
"Kami",""
"Female","152"
"Male","137"
"","289"
"Others",""
"Female","5"
"Male","2"
"","7"
"Sanyasi/Dasnami",""
"Female","72"
"Male","53"
"","125"
"Sarki",""
"Female","263"
"Male","195"
"","458"
"Terai Others",""
"Female","5"
"Male","8"
"","13"
"Thakuri",""
"Female","165"
"Male","158"
"","323"
