"Population by Caste Ethinicity","Number"
"Badi",""
"Female","216"
"Male","232"
"","448"
"Brahman - Hill",""
"Female","1230"
"Male","1211"
"","2441"
"Chhetri",""
"Female","8229"
"Male","7947"
"","16176"
"Damai/Dholi",""
"Female","804"
"Male","729"
"","1533"
"Gaine",""
"Female","27"
"Male","25"
"","52"
"Kami",""
"Female","3880"
"Male","3704"
"","7584"
"Lohar",""
"Female","57"
"Male","61"
"","118"
"Magar",""
"Female","1026"
"Male","1074"
"","2100"
"Others",""
"Female","19"
"Male","16"
"","35"
"Sanyasi/Dasnami",""
"Female","665"
"Male","660"
"","1325"
"Sarki",""
"Female","621"
"Male","590"
"","1211"
"Thakuri",""
"Female","1167"
"Male","1105"
"","2272"
