"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","899"
"Male","687"
"","1586"
"Chhetri",""
"Female","4768"
"Male","3905"
"","8673"
"Damai/Dholi",""
"Female","267"
"Male","211"
"","478"
"Gharti/Bhujel",""
"Female","251"
"Male","221"
"","472"
"Kami",""
"Female","573"
"Male","437"
"","1010"
"Magar",""
"Female","604"
"Male","474"
"","1078"
"Newar",""
"Female","985"
"Male","780"
"","1765"
"Others",""
"Female","36"
"Male","27"
"","63"
"Sanyasi/Dasnami",""
"Female","218"
"Male","183"
"","401"
"Sarki",""
"Female","271"
"Male","237"
"","508"
"Tamang",""
"Female","2157"
"Male","1692"
"","3849"
"Thami",""
"Female","155"
"Male","158"
"","313"
"Undefined Others",""
"Female","11"
"Male","3"
"","14"
