"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","4785"
"Christianity","167"
"Hindu","14946"
"Islam","3"
"Jainism","1"
"Kirat","3"
"Prakriti","314"
"Sikhism","0"
"Undefined","66"
"Total","20287"
