"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","16"
"LP Gas","17"
"Not Sated about Fuel","21"
"OthersFuel","1"
"Wood/FireWood","4764"
"Total","4841"
