"Population by Five Years Age Group","Number"
"0-4",""
"Female","1006"
"Male","984"
"10-14",""
"Female","1468"
"Male","1435"
"15-19",""
"Female","1279"
"Male","953"
"20-24",""
"Female","902"
"Male","476"
"25-29",""
"Female","806"
"Male","364"
"30-34",""
"Female","638"
"Male","359"
"35-39",""
"Female","614"
"Male","433"
"40-44",""
"Female","589"
"Male","431"
"45-49",""
"Female","406"
"Male","433"
"50-54",""
"Female","361"
"Male","372"
"55-59",""
"Female","324"
"Male","344"
"5-9",""
"Female","1291"
"Male","1249"
"60-64",""
"Female","286"
"Male","269"
"65-69",""
"Female","193"
"Male","237"
"70-74",""
"Female","131"
"Male","148"
"75+",""
"Female","165"
"Male","176"
