"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","29"
"Cow Dung","0"
"Electricity","2"
"Kerosene","1"
"LP Gas","63"
"Not stated","9"
"Others","2"
"Wood/Firewood","3378"
"Total","3484"
