"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","715"
"Cow Dung","781"
"Electricity Fuel","2"
"KeroseneFuel","72"
"LP Gas","622"
"Not Sated about Fuel","27"
"OthersFuel","101"
"Wood/FireWood","6363"
"Total","8683"
