"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","798"
"Christianity","1261"
"Hindu","73291"
"Islam","287"
"Jainism","0"
"Kirat","10"
"Prakriti","0"
"Sikhism","0"
"Undefined","360"
"Total","76007"
