"Population by Mother tongue","Number"
"Achhami",""
"Female","3783"
"Male","2918"
"","6701"
"Bajureli",""
"Female","39"
"Male","31"
"","70"
"Bhojpuri",""
"Female","4"
"Male","12"
"","16"
"Dadeldhuri",""
"Female","36"
"Male","38"
"","74"
"Dailekhi",""
"Female","488"
"Male","452"
"","940"
"Doteli",""
"Female","715"
"Male","534"
"","1249"
"Gurung",""
"Female","14"
"Male","12"
"","26"
"Hindi",""
"Female","116"
"Male","139"
"","255"
"Jumli",""
"Female","21"
"Male","18"
"","39"
"Magar",""
"Female","384"
"Male","327"
"","711"
"Maithili",""
"Female","206"
"Male","212"
"","418"
"Nepali",""
"Female","23261"
"Male","20141"
"","43402"
"Newar",""
"Female","15"
"Male","13"
"","28"
"Others",""
"Female","26"
"Male","23"
"","49"
"Santhali",""
"Female","14"
"Male","9"
"","23"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Sign Language",""
"Female","13"
"Male","14"
"","27"
"Tamang",""
"Female","17"
"Male","13"
"","30"
"Tharu",""
"Female","10795"
"Male","10437"
"","21232"
"Urdu",""
"Female","60"
"Male","55"
"","115"
