"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","679"
"Cow Dung","11"
"Electricity Fuel","10"
"KeroseneFuel","16"
"LP Gas","366"
"Not Sated about Fuel","78"
"OthersFuel","11"
"Wood/FireWood","13586"
"Total","14757"
