"Number of households by type of outer wall","Number"
"BambooWall","2992"
"Cement Bonded Bricks/Stone Wall","3767"
"Mud Bonded Bricks/Stone Wall","1514"
"Not Stated about Wall","106"
"Other Type Wall","675"
"Unbaked Bricks","83"
"Wood/Planks","5620"
"Total","14757"
