"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","7"
"Male","4"
"Brahman - Hill",""
"Female","102"
"Male","132"
"Chhetri",""
"Female","4008"
"Male","3704"
"Damai/Dholi",""
"Female","329"
"Male","337"
"Kami",""
"Female","1139"
"Male","1041"
"Magar",""
"Female","3403"
"Male","3059"
"Musalman",""
"Female","4"
"Male","11"
"Others",""
"Female","30"
"Male","21"
"Sanyasi/Dasnami",""
"Female","99"
"Male","91"
"Sarki",""
"Female","146"
"Male","133"
"Teli",""
"Female","6"
"Male","5"
"Terai Others",""
"Female","24"
"Male","11"
"Thakuri",""
"Female","184"
"Male","158"
"Tharu",""
"Female","5"
"Male","11"
