"Population by Mother tongue","Number"
"Bajjika",""
"Female","4668"
"Male","4828"
"Bangla",""
"Female","9"
"Male","9"
"Bhojpuri",""
"Female","858"
"Male","859"
"Doteli",""
"Female","6"
"Male","6"
"Gurung",""
"Female","12"
"Male","9"
"Hindi",""
"Female","33"
"Male","40"
"Magar",""
"Female","204"
"Male","202"
"Maithili",""
"Female","1063"
"Male","1087"
"Majhi",""
"Female","14"
"Male","9"
"Nepali",""
"Female","2086"
"Male","2117"
"Newar",""
"Female","91"
"Male","96"
"Not Reported",""
"Female","126"
"Male","128"
"Others",""
"Female","16"
"Male","16"
"Rai",""
"Female","140"
"Male","132"
"Sunuwar",""
"Female","83"
"Male","60"
"Tamang",""
"Female","1147"
"Male","1184"
"Tharu",""
"Female","5272"
"Male","5293"
"Urdu",""
"Female","7384"
"Male","7305"
