"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","33"
"Cow Dung","53"
"Electricity","2"
"Kerosene","71"
"LP Gas","10"
"Not stated","188"
"Others","1"
"Wood/Firewood","7033"
"Total","7391"
