"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","9"
"Male","9"
"Baraee",""
"Female","96"
"Male","108"
"Bin",""
"Female","152"
"Male","138"
"Brahman - Hill",""
"Female","679"
"Male","678"
"Brahman - Tarai",""
"Female","67"
"Male","59"
"Chamar/ Harijan/ Ram",""
"Female","946"
"Male","974"
"Chhetri",""
"Female","382"
"Male","390"
"Dalit Others",""
"Female","20"
"Male","26"
"Damai/Dholi",""
"Female","8"
"Male","9"
"Danuwar",""
"Female","132"
"Male","125"
"Dhanuk",""
"Female","5"
"Male","7"
"Dhobi",""
"Female","30"
"Male","40"
"Dusadh/ Pasawan/ Pasi",""
"Female","668"
"Male","651"
"Foreigner",""
"Female","9"
"Male","7"
"Ghale",""
"Female","11"
"Male","6"
"Gharti/Bhujel",""
"Female","62"
"Male","61"
"Gurung",""
"Female","31"
"Male","32"
"Hajam/Thakur",""
"Female","133"
"Male","120"
"Kalwar",""
"Female","299"
"Male","294"
"Kami",""
"Female","157"
"Male","163"
"Kanu",""
"Female","298"
"Male","281"
"Kathabaniyan",""
"Female","160"
"Male","154"
"Kayastha",""
"Female","15"
"Male","13"
"Koiri/Kushwaha",""
"Female","152"
"Male","160"
"Kumhar",""
"Female","115"
"Male","117"
"Kurmi",""
"Female","254"
"Male","240"
"Lohar",""
"Female","151"
"Male","175"
"Magar",""
"Female","345"
"Male","342"
"Majhi",""
"Female","365"
"Male","349"
"Mali",""
"Female","26"
"Male","27"
"Mallaha",""
"Female","93"
"Male","103"
"Musahar",""
"Female","1031"
"Male","1083"
"Musalman",""
"Female","7527"
"Male","7451"
"Newar",""
"Female","106"
"Male","110"
"Nuniya",""
"Female","108"
"Male","114"
"Others",""
"Female","30"
"Male","32"
"Pahari",""
"Female","34"
"Male","31"
"Rai",""
"Female","148"
"Male","144"
"Rajput",""
"Female","41"
"Male","43"
"Sanyasi/Dasnami",""
"Female","86"
"Male","96"
"Sarki",""
"Female","12"
"Male","15"
"Sonar",""
"Female","26"
"Male","37"
"Sunuwar",""
"Female","90"
"Male","64"
"Tamang",""
"Female","1154"
"Male","1196"
"Tatma/Tatwa",""
"Female","50"
"Male","72"
"Teli",""
"Female","300"
"Male","349"
"Terai Others",""
"Female","8"
"Male","10"
"Thakuri",""
"Female","81"
"Male","80"
"Tharu",""
"Female","6022"
"Male","6036"
"Yadav",""
"Female","488"
"Male","559"
