"Number of households by type of outer wall","Number"
"BambooWall","9862"
"Cement Bonded Bricks/Stone Wall","20651"
"Mud Bonded Bricks/Stone Wall","815"
"Not stated","440"
"Others","110"
"Unbaked Bricks","32"
"Wood/Planks","1884"
"Total","33794"
