"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","794"
"Cow Dung","2929"
"Electricity","29"
"Kerosene","430"
"LP Gas","17761"
"Not stated","235"
"Others","103"
"Wood/Firewood","11513"
"Total","33794"
