"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","608"
"Cow Dung","40027"
"Electricity","20"
"Kerosene","1346"
"LP Gas","3344"
"Not stated","636"
"Others","2594"
"Wood/Firewood","62723"
"Total","111298"
