"Population by Single Year of Age","Number"
"0",""
"Female","6008"
"Male","6142"
"1",""
"Female","4815"
"Male","5024"
"10",""
"Female","12952"
"Male","13695"
"11",""
"Female","5283"
"Male","5243"
"12",""
"Female","10549"
"Male","11249"
"13",""
"Female","5970"
"Male","6178"
"14",""
"Female","7450"
"Male","7878"
"15",""
"Female","6894"
"Male","7624"
"16",""
"Female","6414"
"Male","7679"
"17",""
"Female","3809"
"Male","4732"
"18",""
"Female","6426"
"Male","7853"
"19",""
"Female","2708"
"Male","3046"
"2",""
"Female","7639"
"Male","7848"
"20",""
"Female","7976"
"Male","7441"
"21",""
"Female","2568"
"Male","2604"
"22",""
"Female","5769"
"Male","5161"
"23",""
"Female","3614"
"Male","2735"
"24",""
"Female","4415"
"Male","3205"
"25",""
"Female","9347"
"Male","7871"
"26",""
"Female","3839"
"Male","3216"
"27",""
"Female","3361"
"Male","2827"
"28",""
"Female","6890"
"Male","4722"
"29",""
"Female","1679"
"Male","1624"
"3",""
"Female","8444"
"Male","8414"
"30",""
"Female","11089"
"Male","8645"
"31",""
"Female","1362"
"Male","1302"
"32",""
"Female","5035"
"Male","4082"
"33",""
"Female","2938"
"Male","1605"
"34",""
"Female","2499"
"Male","1741"
"35",""
"Female","9389"
"Male","9371"
"36",""
"Female","2799"
"Male","2377"
"37",""
"Female","1760"
"Male","1580"
"38",""
"Female","4834"
"Male","3108"
"39",""
"Female","1193"
"Male","986"
"4",""
"Female","8404"
"Male","8571"
"40",""
"Female","9165"
"Male","9215"
"41",""
"Female","1079"
"Male","1082"
"42",""
"Female","2948"
"Male","2886"
"43",""
"Female","2027"
"Male","1056"
"44",""
"Female","1379"
"Male","1158"
"45",""
"Female","7193"
"Male","8253"
"46",""
"Female","1418"
"Male","1346"
"47",""
"Female","1172"
"Male","1089"
"48",""
"Female","3280"
"Male","2391"
"49",""
"Female","806"
"Male","642"
"5",""
"Female","9685"
"Male","10299"
"50",""
"Female","6526"
"Male","7749"
"51",""
"Female","762"
"Male","889"
"52",""
"Female","1742"
"Male","1857"
"53",""
"Female","1377"
"Male","726"
"54",""
"Female","997"
"Male","808"
"55",""
"Female","4998"
"Male","6318"
"56",""
"Female","1103"
"Male","1152"
"57",""
"Female","868"
"Male","879"
"58",""
"Female","2375"
"Male","1634"
"59",""
"Female","656"
"Male","662"
"6",""
"Female","9171"
"Male","9586"
"60",""
"Female","5777"
"Male","6581"
"61",""
"Female","650"
"Male","684"
"62",""
"Female","1513"
"Male","1362"
"63",""
"Female","948"
"Male","556"
"64",""
"Female","666"
"Male","588"
"65",""
"Female","4280"
"Male","4811"
"66",""
"Female","615"
"Male","568"
"67",""
"Female","463"
"Male","490"
"68",""
"Female","1130"
"Male","1211"
"69",""
"Female","289"
"Male","382"
"7",""
"Female","8155"
"Male","8097"
"70",""
"Female","2957"
"Male","3600"
"71",""
"Female","263"
"Male","328"
"72",""
"Female","574"
"Male","669"
"73",""
"Female","253"
"Male","211"
"74",""
"Female","143"
"Male","159"
"75",""
"Female","1393"
"Male","1573"
"76",""
"Female","119"
"Male","156"
"77",""
"Female","123"
"Male","118"
"78",""
"Female","247"
"Male","248"
"79",""
"Female","75"
"Male","64"
"8",""
"Female","11460"
"Male","11903"
"80",""
"Female","763"
"Male","826"
"81",""
"Female","44"
"Male","60"
"82",""
"Female","64"
"Male","73"
"83",""
"Female","36"
"Male","44"
"84",""
"Female","46"
"Male","37"
"85",""
"Female","757"
"Male","623"
"9",""
"Female","5913"
"Male","5938"
