"Population by Five Years Age Group","Number"
"0-4",""
"Female","817"
"Male","846"
"10-14",""
"Female","1294"
"Male","1285"
"15-19",""
"Female","1207"
"Male","1152"
"20-24",""
"Female","1110"
"Male","735"
"25-29",""
"Female","860"
"Male","698"
"30-34",""
"Female","697"
"Male","584"
"35-39",""
"Female","658"
"Male","569"
"40-44",""
"Female","631"
"Male","588"
"45-49",""
"Female","504"
"Male","487"
"50-54",""
"Female","415"
"Male","431"
"55-59",""
"Female","353"
"Male","357"
"5-9",""
"Female","1047"
"Male","1124"
"60-64",""
"Female","304"
"Male","299"
"65-69",""
"Female","228"
"Male","238"
"70-74",""
"Female","198"
"Male","167"
"75+",""
"Female","242"
"Male","272"
