"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","21"
"Male","21"
"Bangali",""
"Female","25"
"Male","16"
"Brahman - Hill",""
"Female","1936"
"Male","1741"
"Chhetri",""
"Female","3758"
"Male","3532"
"Damai/Dholi",""
"Female","800"
"Male","760"
"Gurung",""
"Female","68"
"Male","81"
"Kami",""
"Female","3330"
"Male","3022"
"Lohar",""
"Female","48"
"Male","42"
"Magar",""
"Female","2419"
"Male","2366"
"Majhi",""
"Female","34"
"Male","24"
"Newar",""
"Female","53"
"Male","50"
"Others",""
"Female","14"
"Male","19"
"Raji",""
"Female","91"
"Male","97"
"Sanyasi/Dasnami",""
"Female","90"
"Male","95"
"Sarki",""
"Female","50"
"Male","51"
"Tamang",""
"Female","6"
"Male","10"
"Terai Others",""
"Female","10"
"Male","7"
"Thakuri",""
"Female","259"
"Male","262"
"Tharu",""
"Female","14"
"Male","18"
